RKY,DOA,TOA,LOCAT,TYPE,ACTION,NUV,NOI,PED,BIKE,MC,MOPED,TRAIN,TRUCK,BUS,ObjectId
B8-038225,2018/05/04 00:00:00+00,1240,"SUPERIOR,N 48 to PROGRESSIVE",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,3030
B8-038226,2018/05/04 00:00:00+00,750,TETON at FOXCROFT,INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,3031
B8-038236,2018/05/04 00:00:00+00,1314,"S 25,J to L",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3032
B8-038263,2018/05/04 00:00:00+00,1445,O at CENTENNIAL MALL,INJURY,REAR END,3,1,NO,NO,NO,NO,NO,YES,NO,3033
B8-038264,2018/05/04 00:00:00+00,1430,S 14 at OLD CHENEY,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,3034
B8-038289,2018/05/04 00:00:00+00,9999,3951 BALDWIN AVE at ASHLEY SQUARE AP,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3035
B8-038290,2018/05/04 00:00:00+00,1547,S 48 at NEBR HWY,INJURY,TURNING,3,1,NO,NO,NO,NO,NO,NO,NO,3036
B8-038295,2018/05/04 00:00:00+00,1538,"O,48 to 50",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3037
B8-038309,2018/05/04 00:00:00+00,1621,"N 27,PEAR to VINE",NON-INJ,,2,0,NO,NO,NO,NO,NO,NO,NO,3038
B8-038312,2018/05/04 00:00:00+00,1628,"VAN DORN,S 82 to S 84",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3039
B8-038319,2018/05/04 00:00:00+00,1647,"SUPERIOR,BAIR to N 33",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3040
B8-038322,2018/05/04 00:00:00+00,1655,S 84 at NEBR HWY,INJURY,TURNING,2,2,NO,NO,NO,NO,NO,NO,NO,3041
B8-038331,2018/05/04 00:00:00+00,1702,"NEBR HWY,S 27 to SOUTHWOOD DR",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3042
B8-038340,2018/05/04 00:00:00+00,1726,"CORNHUSKER,N 31 to STATE FAIR PARK",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3043
B8-038375,2018/05/04 00:00:00+00,9999,6100 O ST at GATEWAY MALL,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3044
B8-038392,2018/05/04 00:00:00+00,2007,"S 8,J to L",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,YES,3045
B8-038413,2018/05/04 00:00:00+00,2108,1609 N at -,NON-INJ,,1,0,NO,NO,NO,NO,NO,NO,NO,3046
B8-038415,2018/05/04 00:00:00+00,2109,PIONEERS at NEBR HWY,INJURY,TURNING,2,4,NO,NO,NO,NO,NO,NO,NO,3047
B8-038418,2018/05/04 00:00:00+00,2100,6100 O ST at GATEWAY MALL,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3048
B8-038422,2018/05/04 00:00:00+00,2126,N 27 at T,NON-INJ H&R,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,3049
B8-038453,2018/05/04 00:00:00+00,2255,"S 19,GARFIELD to WASHINGTON",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,3050
B8-033909,2018/04/21 00:00:00+00,2310,"HWY 34,NW 27 to",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,3051
B8-036119,2018/04/28 00:00:00+00,9999,"S 56,OLD CHENEY to NEBR HWY",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,3052
B8-033979,2018/04/22 00:00:00+00,250,"ADAMS,N 70 to N 72",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3053
B8-036143,2018/04/28 00:00:00+00,1601,3800 OLD CHENEY at PARKING LOT,NON-INJ H&R,,3,0,NO,NO,NO,NO,NO,NO,NO,3054
B8-034010,2018/04/22 00:00:00+00,9999,"BLANCA DR,WHITEWATER LN to CULBERA ST",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,3055
B8-036234,2018/04/28 00:00:00+00,2041,"INDEPENDENCE DR,N 20 to OLD GLORY",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,3056
B8-034021,2018/04/22 00:00:00+00,9999,"NW 8,W DAWES to W NANCE",NON-INJ H&R,PARKED,1,0,NO,NO,NO,NO,NO,NO,NO,3057
B8-036248,2018/04/28 00:00:00+00,1735,"CENTER,GRIFFITH to N 32",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3058
B8-036400,2018/04/29 00:00:00+00,939,HAVELOCK at CORNHUSKER,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,3059
B8-036401,2018/04/29 00:00:00+00,9999,UNKNOWN at -,NON-INJ H&R,,1,0,NO,NO,NO,NO,NO,YES,NO,3060
B8-036407,2018/04/28 00:00:00+00,9999,1301 MOCKINGBIRD at FRONT YARD,NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,3061
B8-036415,2018/04/30 00:00:00+00,1119,W P at CAPITOL BEACH,NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,3062
B8-036430,2018/04/29 00:00:00+00,1216,N 10 at Q,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,3063
B8-036432,2018/04/29 00:00:00+00,1215,S 27 at CAPITOL PKWY,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,3064
B8-036433,2018/04/29 00:00:00+00,1209,"N 48,VINE to W",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3065
B8-036474,2018/04/29 00:00:00+00,1500,"S 10,HIGH to VAN DORN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3066
B8-036476,2018/04/23 00:00:00+00,9999,321 W CHARLESTON at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3067
B8-036478,2018/04/29 00:00:00+00,1430,"NEBR HWY,OLD CHENEY to APPLES WAY",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3068
B8-036489,2018/04/29 00:00:00+00,9999,3940 N 26 at GOLDEN CORRAL,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3069
B8-036505,2018/04/29 00:00:00+00,1740,N 1 at CORNHUSKER,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3070
B8-036533,2018/04/29 00:00:00+00,1849,"NW 6,W LEON to W BEAL",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,3071
B8-036534,2018/04/29 00:00:00+00,1859,HWY 34 at W FLETCHER,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,3072
B8-036598,2018/04/29 00:00:00+00,9999,"N 1,LARAMIE TR to OREGON",INJURY H&R,UNKNOWN,2,1,NO,NO,NO,NO,NO,NO,NO,3073
B8-036673,2018/04/30 00:00:00+00,720,RENTWORTH DR at BRIARPARK,INJURY,TURNING,2,2,NO,NO,NO,NO,NO,YES,NO,3074
B8-036679,2018/04/30 00:00:00+00,740,"S 70,OLD POST to SOUTH",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3075
B8-036687,2018/04/30 00:00:00+00,835,"O,32 to 33",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3076
B8-036702,2018/04/30 00:00:00+00,937,S 56 at LASALLE,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3077
B8-036715,2018/04/27 00:00:00+00,9999,5801 N 33 at NORTH STAR HS,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,3078
B8-036718,2018/04/16 00:00:00+00,1215,3500 N 27 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,3079
B8-036749,2018/04/30 00:00:00+00,1205,HWY 77 at FLETCHER,INJURY,RIGHT ANGLE,2,3,NO,NO,NO,NO,NO,YES,NO,3080
B8-036817,2018/04/30 00:00:00+00,1512,"S 27,RYONS to SOUTH",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,3081
B8-036825,2018/04/30 00:00:00+00,1533,"N 70,CAROL to E ELDORA",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,YES,NO,3082
B8-036832,2018/04/30 00:00:00+00,9999,"S 14,OTOE to VAN DORN",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3083
B8-036839,2018/04/30 00:00:00+00,1518,"S 70,MONTEREY to SOUTH",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3084
B8-036866,2018/04/29 00:00:00+00,9999,"Q,N 8 to N 9",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3085
B8-036880,2018/04/30 00:00:00+00,1722,"NW 12,W BOND to W COMMERCE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,YES,3086
B8-036928,2018/04/30 00:00:00+00,1700,3540 HUNTINGTON at -,INJURY,,1,1,YES,NO,NO,NO,NO,NO,NO,3087
B8-036932,2018/04/30 00:00:00+00,9999,"COLFAX,N 68 to N 70",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3088
B8-036934,2018/04/30 00:00:00+00,1919,N 52 at LEIGHTON,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,3089
B8-036947,2018/04/30 00:00:00+00,2003,N 62 at MORRILL,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,3090
B8-036955,2018/04/30 00:00:00+00,2027,S 27 at PINE LAKE,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,3091
B8-037050,2018/05/01 00:00:00+00,542,"S 17,H to J",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,YES,NO,3092
B8-037061,2018/05/01 00:00:00+00,722,"S 14,PINE LAKE to GARRET LN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3093
B8-034624,2018/04/24 00:00:00+00,750,"ADAMS,N 53 to N 54",NON-INJ,DRIVEWAY,3,0,NO,NO,NO,NO,NO,YES,NO,3094
B8-034022,2018/04/17 00:00:00+00,9999,"S 49,BANCROFT to CALVERT",NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3095
B8-034024,2018/04/22 00:00:00+00,212,"WHITEWATER LN,JULESBURG DR to SILVERTHORN DR",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,3096
B8-034629,2018/04/22 00:00:00+00,1840,3130 PINE LAKE at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3097
B8-034027,2018/04/22 00:00:00+00,922,27 at O,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,3098
B8-034633,2018/04/24 00:00:00+00,810,S 14 at K,INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,3099
B8-034029,2018/04/22 00:00:00+00,937,N 60 at HUNTINGTON,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,3100
B8-034038,2018/04/22 00:00:00+00,1047,"SOUTH,DEVOE to S 84",INJURY,PARKED,3,1,NO,NO,YES,NO,NO,YES,NO,3101
B8-034049,2018/04/22 00:00:00+00,1135,N 11 at Q,INJURY,REAR END,2,1,NO,NO,YES,NO,NO,NO,NO,3102
B8-034050,2018/04/22 00:00:00+00,1140,S 11 at L,NON-INJ,OTHER,2,0,NO,NO,NO,NO,NO,NO,NO,3103
B8-034074,2018/04/22 00:00:00+00,1338,S 56 at NEBR HWY,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,3104
B8-034088,2018/04/22 00:00:00+00,1435,S 84 at NEBR HWY,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,YES,NO,3105
B8-034105,2018/04/22 00:00:00+00,9999,6100 O at YOUNKERS/GARAGE,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3106
B8-034108,2018/04/22 00:00:00+00,1550,S 21 at WASHINGTON,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,3107
B8-034121,2018/04/22 00:00:00+00,9999,5010 O at HY-VEE,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3108
B8-034146,2018/04/22 00:00:00+00,1823,"W O,W 48 to W 56",INJURY H&R,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,3109
B8-034153,2018/04/22 00:00:00+00,1900,245 S 70 at TACO INN,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,3110
B8-034238,2018/04/23 00:00:00+00,230,"LINE DR,SUN VALLEY to N 4",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,3111
B8-034258,2018/04/23 00:00:00+00,740,"NEBR HWY,PIONEERS to S 33",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3112
B8-034259,2018/04/23 00:00:00+00,752,"S 17,A to WASHINGTON",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3113
B8-034260,2018/04/23 00:00:00+00,755,S 23 & S 24 at SOUTH & HARWOOD,NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,3114
B8-034276,2018/04/23 00:00:00+00,846,"OLD CHENEY,NEBR HWY to S 58",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,3115
B8-034326,2018/04/23 00:00:00+00,1130,"O,16 to 17",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,3116
B8-034333,2018/04/23 00:00:00+00,1200,"NORMAL,S 46 to S 47",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,3117
B8-034344,2018/04/23 00:00:00+00,1226,"NORMAL,S 70 to VAN DORN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3118
B8-034356,2018/04/23 00:00:00+00,1230,21 at O,INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,3119
B8-034369,2018/04/23 00:00:00+00,1355,"N 84,SUNRIDGE to VINE",INJURY H&R,REAR END,1,1,NO,YES,NO,NO,NO,NO,NO,3120
B8-034372,2018/04/23 00:00:00+00,1407,"HAVELOCK,N 60 to TOUZALIN",NON-INJ H&R,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,3121
B8-034373,2018/04/23 00:00:00+00,1412,"HAVELOCK,N 84 to CITY LIMITS EAST",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,3122
B8-034383,2018/04/23 00:00:00+00,1440,"N 56,O to P",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3123
B8-034388,2018/04/23 00:00:00+00,1449,S 56 at SHADY CREEK,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,3124
B8-034396,2018/04/23 00:00:00+00,1511,NW 12 at W CORNHUSKER,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3125
B8-034404,2018/04/23 00:00:00+00,1535,"S 70,A to SUMNER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3126
B8-032108,2018/04/16 00:00:00+00,1716,"L,S 10 to S 9",INJURY,REAR END,3,3,NO,NO,NO,NO,NO,YES,YES,3127
B8-034667,2018/04/24 00:00:00+00,9999,"STARR,N 51 to N 52",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3128
B8-034694,2018/04/24 00:00:00+00,1135,N 27 at VINE,INJURY,RIGHT ANGLE,3,1,NO,NO,NO,NO,NO,NO,NO,3129
B8-034706,2018/04/24 00:00:00+00,1215,84 at O,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3130
B8-034713,2018/04/24 00:00:00+00,1245,"VINE,N 23 to N 25",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3131
B8-034723,2018/04/24 00:00:00+00,1306,"NEBR HWY,S 27 to PIONEERS",INJURY,REAR END,5,2,NO,NO,NO,NO,NO,YES,NO,3132
B8-034741,2018/04/24 00:00:00+00,1350,"N 27,FAIRFIELD to KNOX",INJURY H&R,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,3133
B8-034793,2018/04/24 00:00:00+00,1614,"O,14 to CENTENNIAL MALL",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,YES,3134
B8-034802,2018/04/24 00:00:00+00,1638,N 84 at E AVON,INJURY,HEAD ON,2,2,NO,NO,NO,NO,NO,YES,NO,3135
B8-034821,2018/04/24 00:00:00+00,1420,"I 180,CORNHUSKER to R",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,3136
B8-034822,2018/04/24 00:00:00+00,1749,S 48 at WOODLAND,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,3137
B8-034836,2018/04/24 00:00:00+00,1751,"S 84,FIRETHORN LN to PRESCOTT",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3138
B8-034863,2018/04/24 00:00:00+00,1850,N 27 at SUPERIOR,INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,3139
B8-034877,2018/04/24 00:00:00+00,1945,7301 N 13 at KOOSER ELEMENTAR,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3140
B8-034886,2018/04/24 00:00:00+00,2054,"N 45,R to VINE",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,3141
B8-034887,2018/04/24 00:00:00+00,2055,"S 30,C to D",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3142
B8-034890,2018/04/24 00:00:00+00,2122,S 11 at M,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,3143
B8-034926,2018/04/25 00:00:00+00,108,"O,13 to 14",INJURY H&R,PARKED,2,1,NO,NO,NO,NO,NO,NO,NO,3144
B8-034952,2018/04/25 00:00:00+00,640,W VAN DORN at FOLSOM CONNECTOR,INJURY,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3145
B8-034958,2018/04/25 00:00:00+00,742,"N 33,HOLDREGE to POTTER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3146
B8-034969,2018/04/25 00:00:00+00,837,"N 27,O to P",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3147
B8-034974,2018/04/25 00:00:00+00,855,N 33 at R,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,3148
B8-034984,2018/04/25 00:00:00+00,930,"N 84,LEXINGTON to LEIGHTON",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3149
B8-035019,2018/04/24 00:00:00+00,1652,"PORTIA,ADAMS to KNOX",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,3150
B8-035060,2018/04/25 00:00:00+00,1445,S 56 at SOUTH,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,3151
B8-035072,2018/04/25 00:00:00+00,1513,"NEBR HWY,PIONEERS to S 14",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3152
B8-035086,2018/04/25 00:00:00+00,1601,"N 48,TARGET DR to O",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,3153
B8-035107,2018/04/25 00:00:00+00,1640,S 58 at OLD CHENEY,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,3154
B8-035110,2018/04/25 00:00:00+00,1650,"CORNHUSKER,N 20 to N 23",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3155
B8-035119,2018/04/25 00:00:00+00,1712,"NEBR HWY,S 40 to S 48",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,3156
B8-035149,2018/04/25 00:00:00+00,1815,TOUZALIN at LOGAN,INJURY,RIGHT ANGLE,2,3,NO,NO,NO,NO,NO,YES,NO,3157
B8-035152,2018/04/25 00:00:00+00,1818,"W CORNHUSKER,N 1 to NW 4",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3158
B8-035182,2018/04/25 00:00:00+00,1915,W 18 at W O,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,3159
B8-035202,2018/04/25 00:00:00+00,2039,S 84 at A,NON-INJ,TURNING,3,0,NO,NO,NO,NO,NO,NO,NO,3160
B8-032117,2018/04/16 00:00:00+00,1744,"N 48,LEIGHTON to WALKER",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,YES,NO,3161
B8-032162,2018/04/15 00:00:00+00,9999,333 N 48 at TARGET,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3162
B8-032165,2018/04/16 00:00:00+00,1810,"S 70,PIONEERS to STACY",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,3163
B8-032254,2018/04/17 00:00:00+00,339,S 1 at PIONEERS,NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,YES,NO,3164
B8-032282,2018/04/17 00:00:00+00,830,"SOUTH,S 56 to S 57",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,YES,NO,3165
B8-032290,2018/04/17 00:00:00+00,855,"HOLDREGE,N 43 to N 44",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3166
B8-032299,2018/04/17 00:00:00+00,925,"S 12,OTOE to PAWNEE",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,3167
B8-032301,2018/04/17 00:00:00+00,945,48 at O,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,3168
B8-032308,2018/04/13 00:00:00+00,1245,ANTELOPE VALLEY at O,NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3169
B8-032313,2018/04/17 00:00:00+00,9999,S 51 at VAN DORN,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,3170
B8-032328,2018/04/17 00:00:00+00,1120,"S 48,BANCROFT to CALVERT",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,3171
B8-032349,2018/04/17 00:00:00+00,1220,"RANDOLPH,S 40 to S 41",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3172
B8-032357,2018/04/17 00:00:00+00,1233,N 27 at KNOX,INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,3173
B8-032376,2018/04/17 00:00:00+00,1320,5340 SOUTH at LAB CORP,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,3174
B8-032386,2018/04/17 00:00:00+00,1405,"O,SKYWAY to SYCAMORE",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,3175
B8-032387,2018/04/17 00:00:00+00,1409,7045 O at WALGREENS,NON-INJ,,2,0,NO,NO,NO,NO,NO,YES,NO,3176
B8-032394,2018/04/17 00:00:00+00,1437,N 14 at SUPERIOR,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3177
B8-032405,2018/04/17 00:00:00+00,1511,"STARR,LANCASTER to N 70",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,3178
B8-032406,2018/04/17 00:00:00+00,1509,"S 56,BANCROFT to CALVERT",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,3179
B8-032407,2018/04/17 00:00:00+00,1516,"W O,CAPITOL BEACH to NW ROUNDHOUSE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3180
B8-032408,2018/01/17 00:00:00+00,1513,"A,S 10 to S 11",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3181
B8-032424,2018/04/17 00:00:00+00,1550,S 10 at WASHINGTON,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,3182
B8-032439,2018/04/17 00:00:00+00,9999,"W METZGER,NW 50 to W VALE",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3183
B8-032467,2018/04/17 00:00:00+00,1729,"OLD CHENEY,S 34 to VILLAGE BLVD",INJURY,REAR END,3,3,NO,NO,NO,NO,NO,YES,NO,3184
B8-032476,2018/04/17 00:00:00+00,1750,"N ANTELOPE VALL,DAWES to SAUNDERS",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3185
B8-032478,2018/04/17 00:00:00+00,1750,"SOUTH,S 41 to S 44",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3186
B8-032538,2018/04/17 00:00:00+00,2117,"U,N 24 to N 25",NON-INJ,PARKED,3,0,NO,NO,NO,NO,NO,YES,NO,3187
B8-032543,2018/04/17 00:00:00+00,2200,"NEBR HWY,S 66 to S 70",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,3188
B8-032609,2018/04/18 00:00:00+00,615,S 9 at SOUTH,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,3189
B8-032615,2018/04/18 00:00:00+00,720,N 14 at YOLANDE,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,3190
B8-032621,2018/04/18 00:00:00+00,820,"N ANTELOPE VALL,MILITARY to SALT CREEK RDWY",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,3191
B8-032622,2018/04/18 00:00:00+00,820,LYNCREST at L,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,3192
B8-032628,2018/04/18 00:00:00+00,815,4100 PIONEER WOO at CANDLETREE SUITE,NON-INJ,,2,0,NO,NO,NO,NO,NO,NO,NO,3193
B8-032629,2018/04/18 00:00:00+00,852,"S 13,K to LINCOLN MALL",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,3194
B8-032653,2018/04/18 00:00:00+00,1050,"BENTON,N 48 to N 49",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3195
B8-032675,2018/04/18 00:00:00+00,1300,"NORMAL,S 70 to VAN DORN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3196
B8-032676,2018/04/18 00:00:00+00,1300,"HOLDREGE,N 33 to N 34",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3197
B8-032701,2018/04/18 00:00:00+00,1459,"NEBR HWY,S 48 to S 56",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,3198
B8-032704,2018/04/18 00:00:00+00,1501,"N 70,AMANDA to FLETCHER",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,3199
B8-032705,2018/04/18 00:00:00+00,1513,S 84 at OLD CHENEY,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,3200
B8-040126,2018/05/09 00:00:00+00,1815,"S 40,LINDEN to SPRUCE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3201
